Anime Title,Date of Release,Score,Member,Producer,Genre,Number of Episodes,Sources,Format,Licensor,Format0,Genre0,Genre1,Genre2,Genre3,Genre4,Genre Count,Licensor0,Licensor1,Licensor2
Btooom!,"Oct 4, 2012, 23:00 (JST)",7.36,710732,Madhouse,"Action,Sci-Fi,Psychological,Seinen",12 eps,Manga,"      TV -                        Oct 4, 2012, 23:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Sci-Fi,Psychological,Seinen,,4,Sentai Filmworks,,
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,"Jan 10, 2015, 00:30 (JST)",8.43,709792,David Production,"Action,Adventure,Supernatural,Drama,Shounen",24 eps,Manga,"      TV -                        Jan 10, 2015, 00:30 (JST)              ","VIZ Media,",      TV ,Action,Adventure,Supernatural,Drama,Shounen,5,VIZ Media,,
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"Apr 2, 2016, 00:30 (JST)",8.5,704177,David Production,"Action,Adventure,Comedy,Supernatural,Drama,Shounen",39 eps,Manga,"      TV -                        Apr 2, 2016, 00:30 (JST)              ","VIZ Media,",      TV ,Action,Adventure,Comedy,Supernatural,Drama,6,VIZ Media,,
Overlord II,"Jan 9, 2018, 22:30 (JST)",7.76,702026,Madhouse,"Action,Game,Adventure,Supernatural,Magic,Fantasy",13 eps,Light novel,"      TV -                        Jan 9, 2018, 22:30 (JST)              ","Funimation,",      TV ,Action,Game,Adventure,Supernatural,Magic,6,Funimation,,
Rakudai Kishi no Cavalry,"Oct 3, 2015, 23:00 (JST)",7.5,692448,Nexus,"Action,Romance,Ecchi,Fantasy,School",12 eps,Light novel,"      TV -                        Oct 3, 2015, 23:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Romance,Ecchi,Fantasy,School,5,Sentai Filmworks,,
Zero no Tsukaima,"Jul 3, 2006, 00:30 (JST)",7.3,675396,J.C.Staff,"Action,Adventure,Harem,Comedy,Magic,Romance,Ecchi,Fantasy,School",13 eps,Light novel,"      TV -                        Jul 3, 2006, 00:30 (JST)              ","Funimation,Geneon Entertainment USA,Sentai Filmworks,",      TV ,Action,Adventure,Harem,Comedy,Magic,9,Funimation,Geneon Entertainment USA,Sentai Filmworks
Magi: The Kingdom of Magic,"Oct 6, 2013, 17:00 (JST)",8.26,675288,A-1 Pictures,"Action,Adventure,Magic,Fantasy,Shounen",25 eps,Manga,"      TV -                        Oct 6, 2013, 17:00 (JST)              ","Aniplex of America,",      TV ,Action,Adventure,Magic,Fantasy,Shounen,5,Aniplex of America,,
Toaru Majutsu no Index,"Oct 5, 2008, 01:35 (JST)",7.42,664574,J.C.Staff,"Action,Magic,Sci-Fi,Super Power",24 eps,Light novel,"      TV -                        Oct 5, 2008, 01:35 (JST)              ","Funimation,",      TV ,Action,Magic,Sci-Fi,Super Power,,4,Funimation,,
Kekkai Sensen,"Apr 5, 2015, 02:28 (JST)",7.64,659778,Bones,"Action,Comedy,Super Power,Supernatural,Vampire,Fantasy,Shounen",12 eps,Manga,"      TV -                        Apr 5, 2015, 02:28 (JST)              ","Funimation,",      TV ,Action,Comedy,Super Power,Supernatural,Vampire,7,Funimation,,
Trinity Seven,"Oct 8, 2014, 01:40 (JST)",7.13,647739,Seven Arcs Pictures,"Action,Harem,Comedy,Supernatural,Magic,Romance,Ecchi,Fantasy,School,Shounen",12 eps,Manga,"      TV -                        Oct 8, 2014, 01:40 (JST)              ","Sentai Filmworks,",      TV ,Action,Harem,Comedy,Supernatural,Magic,10,Sentai Filmworks,,
Fate/stay night: Unlimited Blade Works 2nd Season,"Apr 5, 2015, 00:00 (JST)",8.33,647185,ufotable,"Action,Fantasy,Magic,Supernatural",13 eps,Visual novel,"      TV -                        Apr 5, 2015, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Fantasy,Magic,Supernatural,,4,Aniplex of America,,
Youjo Senki,"Jan 6, 2017, 22:00 (JST)",7.99,646315,Nut,"Action,Military,Magic",12 eps,Light novel,"      TV -                        Jan 6, 2017, 22:00 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Military,Magic,,,3,Crunchyroll,Funimation,
FLCL,"Apr 26, 2000",8.04,643105,Gainax,"Action,Sci-Fi,Comedy,Parody,Dementia,Psychological,Mecha",6 eps,Original,"      OVA -                        Apr 26, 2000              ","Funimation,Synch-Point,",      OVA ,Action,Sci-Fi,Comedy,Parody,Dementia,7,Funimation,Synch-Point,
Akatsuki no Yona,"Oct 7, 2014, 23:00 (JST)",8.04,631381,Studio Pierrot,"Action,Adventure,Comedy,Fantasy,Romance,Shoujo",24 eps,Manga,"      TV -                        Oct 7, 2014, 23:00 (JST)              ","Funimation,",      TV ,Action,Adventure,Comedy,Fantasy,Romance,6,Funimation,,
K,"Oct 5, 2012",7.49,629451,GoHands,"Action,Mystery,Super Power,Supernatural",13 eps,Original,"      TV -                        Oct 5, 2012              ","VIZ Media,",      TV ,Action,Mystery,Super Power,Supernatural,,4,VIZ Media,,
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Jul 4, 2015, 00:30 (JST)",7.73,628185,A-1 Pictures,"Action,Adventure,Fantasy,Military",12 eps,Light novel,"      TV -                        Jul 4, 2015, 00:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Fantasy,Military,,4,Sentai Filmworks,,
Koutetsujou no Kabaneri,"Apr 8, 2016, 00:55 (JST)",7.25,625867,Wit Studio,"Action,Horror,Supernatural,Drama,Fantasy",12 eps,Original,"      TV -                        Apr 8, 2016, 00:55 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Horror,Supernatural,Drama,Fantasy,5,Crunchyroll,Funimation,
InuYasha,"Oct 16, 2000, 19:00 (JST)",7.85,621167,Sunrise,"Action,Adventure,Comedy,Historical,Demons,Supernatural,Magic,Romance,Fantasy,Shounen",167 eps,Manga,"      TV -                        Oct 16, 2000, 19:00 (JST)              ","VIZ Media,",      TV ,Action,Adventure,Comedy,Historical,Demons,10,VIZ Media,,
Accel World,"Apr 7, 2012, 00:30 (JST)",7.29,617470,Sunrise,"Action,Game,Sci-Fi,Romance,School",24 eps,Light novel,"      TV -                        Apr 7, 2012, 00:30 (JST)              ","VIZ Media,",      TV ,Action,Game,Sci-Fi,Romance,School,5,VIZ Media,,
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Oct 6, 2018, 01:05 (JST)",8.59,615057,David Production,"Action,Adventure,Shounen",39 eps,Manga,"      TV -                        Oct 6, 2018, 01:05 (JST)              ","VIZ Media,",      TV ,Action,Adventure,Shounen,,,3,VIZ Media,,
High School DxD BorN,"Apr 4, 2015, 23:00 (JST)",7.44,614362,TNK,"Action,Comedy,Demons,Ecchi,Harem,Romance,School",12 eps,Light novel,"      TV -                        Apr 4, 2015, 23:00 (JST)              ","Funimation,",      TV ,Action,Comedy,Demons,Ecchi,Harem,7,Funimation,,
Akira,"Jul 16, 1988",8.17,606467,Tokyo Movie Shinsha,"Action,Military,Sci-Fi,Adventure,Horror,Supernatural,Seinen",1 ep,Manga,"      Movie -                        Jul 16, 1988              ","Bandai Entertainment,Funimation,Geneon Entertainment USA,",      Movie ,Action,Military,Sci-Fi,Adventure,Horror,7,Bandai Entertainment,Funimation,Geneon Entertainment USA
Kami no Tou,"Apr 2, 2020, 00:30 (JST)",7.61,604881,Telecom Animation Film,"Action,Adventure,Mystery,Drama,Fantasy",13 eps,Web manga,"      TV -                        Apr 2, 2020, 00:30 (JST)              ","Crunchyroll,",      TV ,Action,Adventure,Mystery,Drama,Fantasy,5,Crunchyroll,,
Overlord III,"Jul 10, 2018, 22:00 (JST)",7.93,598733,Madhouse,"Action,Game,Supernatural,Magic,Fantasy",13 eps,Light novel,"      TV -                        Jul 10, 2018, 22:00 (JST)              ","Funimation,",      TV ,Action,Game,Supernatural,Magic,Fantasy,5,Funimation,,
Dragon Ball Super,"Jul 5, 2015, 09:00 (JST)",7.4,591257,Toei Animation,"Action,Adventure,Comedy,Super Power,Martial Arts,Fantasy,Shounen",131 eps,Manga,"      TV -                        Jul 5, 2015, 09:00 (JST)              ","Funimation,",      TV ,Action,Adventure,Comedy,Super Power,Martial Arts,7,Funimation,,
D.Gray-man,"Oct 3, 2006, 18:00 (JST)",8.04,587896,TMS Entertainment,"Action,Adventure,Comedy,Super Power,Demons,Shounen",103 eps,Manga,"      TV -                        Oct 3, 2006, 18:00 (JST)              ","Funimation,",      TV ,Action,Adventure,Comedy,Super Power,Demons,6,Funimation,,
Boruto: Naruto Next Generations,"Apr 5, 2017, 17:30 (JST)",5.79,584841,Studio Pierrot,"Action,Adventure,Super Power,Martial Arts,Shounen",? eps,Manga,"      TV -                        Apr 5, 2017, 17:30 (JST)              ","VIZ Media,",      TV ,Action,Adventure,Super Power,Martial Arts,Shounen,5,VIZ Media,,
Trigun,"Apr 1, 1998, 01:15 (JST)",8.23,584539,Madhouse,"Action,Sci-Fi,Adventure,Comedy,Drama,Shounen",26 eps,Manga,"      TV -                        Apr 1, 1998, 01:15 (JST)              ","Funimation,Geneon Entertainment USA,",      TV ,Action,Sci-Fi,Adventure,Comedy,Drama,6,Funimation,Geneon Entertainment USA,
Owari no Seraph: Nagoya Kessen-hen,"Oct 10, 2015, 22:00 (JST)",7.63,576175,Wit Studio,"Action,Military,Supernatural,Drama,Vampire,Shounen",12 eps,Manga,"      TV -                        Oct 10, 2015, 22:00 (JST)              ","Funimation,",      TV ,Action,Military,Supernatural,Drama,Vampire,6,Funimation,,
Hellsing,"Oct 11, 2001",7.49,573689,Gonzo,"Action,Horror,Supernatural,Vampire,Seinen",13 eps,Manga,"      TV -                        Oct 11, 2001              ","Funimation,Geneon Entertainment USA,",      TV ,Action,Horror,Supernatural,Vampire,Seinen,5,Funimation,Geneon Entertainment USA,
Hai to Gensou no Grimgar,"Jan 11, 2016, 00:30 (JST)",7.68,570123,A-1 Pictures,"Action,Adventure,Drama,Fantasy",12 eps,Light novel,"      TV -                        Jan 11, 2016, 00:30 (JST)              ","Funimation,",      TV ,Action,Adventure,Drama,Fantasy,,4,Funimation,,
Ao no Exorcist: Kyoto Fujouou-hen,"Jan 7, 2017, 01:55 (JST)",7.4,567935,A-1 Pictures,"Action,Demons,Supernatural,Fantasy,Shounen",12 eps,Manga,"      TV -                        Jan 7, 2017, 01:55 (JST)              ","Aniplex of America,",      TV ,Action,Demons,Supernatural,Fantasy,Shounen,5,Aniplex of America,,
Claymore,"Apr 4, 2007",7.77,562342,Madhouse,"Action,Adventure,Super Power,Demons,Supernatural,Fantasy,Shounen",26 eps,Manga,"      TV -                        Apr 4, 2007              ","Funimation,",      TV ,Action,Adventure,Super Power,Demons,Supernatural,7,Funimation,,
Blood Lad,"Jul 8, 2013, 00:30 (JST)",7.31,561856,Brain's Base,"Action,Comedy,Demons,Seinen,Supernatural,Vampire",10 eps,Manga,"      TV -                        Jul 8, 2013, 00:30 (JST)              ","VIZ Media,",      TV ,Action,Comedy,Demons,Seinen,Supernatural,6,VIZ Media,,
The God of High School,"Jul 6, 2020, 23:30 (JST)",7.05,561047,MAPPA,"Action,Sci-Fi,Adventure,Comedy,Supernatural,Martial Arts,Fantasy",13 eps,Web manga,"      TV -                        Jul 6, 2020, 23:30 (JST)              ","Crunchyroll,",      TV ,Action,Sci-Fi,Adventure,Comedy,Supernatural,7,Crunchyroll,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,"Jul 13, 2019, 00:30 (JST)",7.23,553912,J.C.Staff,"Action,Adventure,Comedy,Romance,Fantasy",12 eps,Light novel,"      TV -                        Jul 13, 2019, 00:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Comedy,Romance,Fantasy,5,Sentai Filmworks,,
Sword Art Online Movie: Ordinal Scale,"Feb 18, 2017",7.61,548280,A-1 Pictures,"Action,Game,Adventure,Romance,Fantasy",1 ep,Original,"      Movie -                        Feb 18, 2017              ","Aniplex of America,",      Movie ,Action,Game,Adventure,Romance,Fantasy,5,Aniplex of America,,
Tokyo Ghoul:re 2nd Season,"Oct 9, 2018, 23:00 (JST)",6.35,544006,Pierrot Plus,"Action,Drama,Horror,Mystery,Psychological,Seinen,Supernatural",12 eps,Manga,"      TV -                        Oct 9, 2018, 23:00 (JST)              ","Funimation,",      TV ,Action,Drama,Horror,Mystery,Psychological,7,Funimation,,
Bungou Stray Dogs 2nd Season,"Oct 6, 2016, 22:30 (JST)",8.2,542646,Bones,"Action,Mystery,Super Power,Supernatural,Seinen",12 eps,Manga,"      TV -                        Oct 6, 2016, 22:30 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Mystery,Super Power,Supernatural,Seinen,5,Crunchyroll,Funimation,
Kore wa Zombie Desu ka?,"Jan 11, 2011",7.41,542564,Studio Deen,"Action,Comedy,Ecchi,Harem,Magic,Supernatural",12 eps,Light novel,"      TV -                        Jan 11, 2011              ","Funimation,",      TV ,Action,Comedy,Ecchi,Harem,Magic,6,Funimation,,
Psycho-Pass 2,"Oct 10, 2014, 00:50 (JST)",7.42,530171,Tatsunoko Production,"Action,Sci-Fi,Police,Psychological,Thriller",11 eps,Original,"      TV -                        Oct 10, 2014, 00:50 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Police,Psychological,Thriller,5,Funimation,,
IS: Infinite Stratos,"Jan 7, 2011, 01:25 (JST)",6.71,527657,8bit,"Action,Sci-Fi,Harem,Comedy,Ecchi,Mecha",12 eps,Light novel,"      TV -                        Jan 7, 2011, 01:25 (JST)              ","Sentai Filmworks,",      TV ,Action,Sci-Fi,Harem,Comedy,Ecchi,6,Sentai Filmworks,,
Kimetsu no Yaiba Movie: Mugen Ressha-hen,"Oct 16, 2020",8.79,525107,ufotable,"Action,Historical,Demons,Supernatural,Shounen",1 ep,Manga,"      Movie -                        Oct 16, 2020              ","Aniplex of America,",      Movie ,Action,Historical,Demons,Supernatural,Shounen,5,Aniplex of America,,
Strike the Blood,"Oct 4, 2013, 23:30 (JST)",7.11,525056,Connect,"Action,Harem,Supernatural,Ecchi,Vampire,Fantasy,School",24 eps,Light novel,"      TV -                        Oct 4, 2013, 23:30 (JST)              ","Crunchyroll,Discotek Media,",      TV ,Action,Harem,Supernatural,Ecchi,Vampire,7,Crunchyroll,Discotek Media,
Nanatsu no Taizai: Seisen no Shirushi,"Aug 28, 2016, 17:00 (JST)",7.07,524368,A-1 Pictures,"Action,Adventure,Supernatural,Magic,Fantasy,Shounen",4 eps,Manga,"      TV -                        Aug 28, 2016, 17:00 (JST)              ",,      TV ,Action,Adventure,Supernatural,Magic,Fantasy,6,,,
Boku no Hero Academia 5th Season,"Mar 27, 2021, 17:30 (JST)",7.52,516448,Bones,"Action,Comedy,School,Shounen,Super Power",25 eps,Manga,"      TV -                        Mar 27, 2021, 17:30 (JST)              ","Funimation,",      TV ,Action,Comedy,School,Shounen,Super Power,5,Funimation,,
Rokudenashi Majutsu Koushi to Akashic Records,"Apr 4, 2017, 20:30 (JST)",7.17,515570,LIDENFILMS,"Action,Magic,Fantasy,School",12 eps,Light novel,"      TV -                        Apr 4, 2017, 20:30 (JST)              ","Funimation,",      TV ,Action,Magic,Fantasy,School,,4,Funimation,,
Gakusen Toshi Asterisk,"Oct 3, 2015, 20:30 (JST)",6.87,514093,A-1 Pictures,"Action,Comedy,Ecchi,Fantasy,Harem,Romance,School,Sci-Fi,Supernatural",12 eps,Light novel,"      TV -                        Oct 3, 2015, 20:30 (JST)              ","Aniplex of America,",      TV ,Action,Comedy,Ecchi,Fantasy,Harem,9,Aniplex of America,,
91 Days,"Jul 9, 2016, 01:55 (JST)",7.84,513789,Shuka,"Action,Drama,Historical",12 eps,Original,"      TV -                        Jul 9, 2016, 01:55 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Drama,Historical,,,3,Crunchyroll,Funimation,
Yuu☆Yuu☆Hakusho,"Oct 10, 1992",8.45,510942,Studio Pierrot,"Action,Comedy,Demons,Supernatural,Martial Arts,Shounen",112 eps,Manga,"      TV -                        Oct 10, 1992              ","Funimation,",      TV ,Action,Comedy,Demons,Supernatural,Martial Arts,6,Funimation,,
Shinmai Maou no Testament,"Jan 8, 2015, 02:00 (JST)",6.77,509792,Production IMS,"Action,Ecchi,Fantasy,Romance,Harem,Demons",12 eps,Light novel,"      TV -                        Jan 8, 2015, 02:00 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Ecchi,Fantasy,Romance,Harem,6,Crunchyroll,Funimation,
Log Horizon 2nd Season,"Oct 4, 2014, 17:30 (JST)",7.61,508113,Studio Deen,"Action,Game,Adventure,Magic,Fantasy",25 eps,Light novel,"      TV -                        Oct 4, 2014, 17:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Game,Adventure,Magic,Fantasy,5,Sentai Filmworks,,
Rokka no Yuusha,"Jul 5, 2015, 02:58 (JST)",7.33,506561,Passione,"Action,Adventure,Fantasy,Magic,Mystery",12 eps,Light novel,"      TV -                        Jul 5, 2015, 02:58 (JST)              ","Ponycan USA,",      TV ,Action,Adventure,Fantasy,Magic,Mystery,5,Ponycan USA,,
Dragon Ball GT,"Feb 7, 1996, 19:00 (JST)",6.46,500680,Toei Animation,"Action,Sci-Fi,Adventure,Comedy,Super Power,Magic,Fantasy,Shounen",64 eps,Manga,"      TV -                        Feb 7, 1996, 19:00 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Adventure,Comedy,Super Power,8,Funimation,,
Zetsuen no Tempest,"Oct 5, 2012, 02:00 (JST)",7.97,499939,Bones,"Action,Mystery,Psychological,Drama,Magic,Fantasy,Shounen",24 eps,Manga,"      TV -                        Oct 5, 2012, 02:00 (JST)              ","Aniplex of America,",      TV ,Action,Mystery,Psychological,Drama,Magic,7,Aniplex of America,,
Banana Fish,"Jul 6, 2018, 00:55 (JST)",8.49,498611,MAPPA,"Action,Adventure,Drama,Shoujo",24 eps,Manga,"      TV -                        Jul 6, 2018, 00:55 (JST)              ",,      TV ,Action,Adventure,Drama,Shoujo,,4,,,
Pokemon,"Apr 1, 1997, 19:00 (JST)",7.34,493883,OLM,"Action,Adventure,Comedy,Kids,Fantasy",276 eps,Game,"      TV -                        Apr 1, 1997, 19:00 (JST)              ","4Kids Entertainment,VIZ Media,",      TV ,Action,Adventure,Comedy,Kids,Fantasy,5,4Kids Entertainment,VIZ Media,
Boku no Hero Academia the Movie 1: Futari no Hero,"Aug 3, 2018",7.65,489751,Bones,"Action,Shounen,Super Power",1 ep,Manga,"      Movie -                        Aug 3, 2018              ","Funimation,",      Movie ,Action,Shounen,Super Power,,,3,Funimation,,
Koukaku Kidoutai,"Nov 18, 1995",8.29,488572,Production I.G,"Action,Mecha,Police,Psychological,Sci-Fi,Seinen",1 ep,Manga,"      Movie -                        Nov 18, 1995              ","Manga Entertainment,",      Movie ,Action,Mecha,Police,Psychological,Sci-Fi,6,Manga Entertainment,,
Toaru Kagaku no Railgun,"Oct 3, 2009, 01:30 (JST)",7.71,486618,J.C.Staff,"Action,Sci-Fi,Super Power",24 eps,Manga,"      TV -                        Oct 3, 2009, 01:30 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Super Power,,,3,Funimation,,
Beelzebub,"Jan 9, 2011",7.9,484099,Pierrot Plus,"Action,Comedy,Demons,Supernatural,School,Shounen",60 eps,Manga,"      TV -                        Jan 9, 2011              ","Discotek Media,",      TV ,Action,Comedy,Demons,Supernatural,School,6,Discotek Media,,
Sword Art Online: Alicization - War of Underworld,"Oct 13, 2019, 00:00 (JST)",7.6,483322,A-1 Pictures,"Action,Game,Adventure,Romance,Fantasy",12 eps,Light novel,"      TV -                        Oct 13, 2019, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Game,Adventure,Romance,Fantasy,5,Aniplex of America,,
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Jan 12, 2013, 01:30 (JST)",7.53,481650,Diomedéa,"Action,Comedy,Fantasy,Supernatural",10 eps,Light novel,"      TV -                        Jan 12, 2013, 01:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Comedy,Fantasy,Supernatural,,4,Sentai Filmworks,,
Higashi no Eden,"Apr 10, 2009, 00:45 (JST)",7.81,481214,Production I.G,"Action,Sci-Fi,Mystery,Drama,Romance,Thriller",11 eps,Original,"      TV -                        Apr 10, 2009, 00:45 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Mystery,Drama,Romance,6,Funimation,,
