Anime Title,Date of Release,Score,Member,Producer,Genre,Number of Episodes,Sources,Format,Licensor,Format0,Genre0,Genre1,Genre2,Genre3,Genre4,Genre Count,Licensor0,Licensor1,Licensor2
Karen Senki,"Sep 27, 2014",5.78,10567,Next Media Animation,"Action,Sci-Fi",11 eps,Original,"      ONA -                        Sep 27, 2014              ",,      ONA ,Action,Sci-Fi,,,,2,,,
Berserk Recap,"Mar 3, 2017",6.02,10557,GEMBA,"Action,Adventure,Demons,Drama,Fantasy,Horror,Military,Romance,Seinen,Supernatural",1 ep,Manga,"      Special -                        Mar 3, 2017              ",,      Special ,Action,Adventure,Demons,Drama,Fantasy,10,,,
Goulart Knights: Evoked the Beginning Black,"Dec 25, 2010",5.74,10546,Studio Blanc,"Action,Drama,Fantasy,Shoujo,Supernatural",1 ep,Original,"      OVA -                        Dec 25, 2010              ",,      OVA ,Action,Drama,Fantasy,Shoujo,Supernatural,5,,,
Shijou Saikyou no Deshi Kenichi Specials,"Nov 15, 2013",7.28,10529,Brain's Base,"Action,Martial Arts,Comedy,School,Shounen",4 eps,Manga,"      Special -                        Nov 15, 2013              ",,      Special ,Action,Martial Arts,Comedy,School,Shounen,5,,,
Sakigake!! Otokojuku,"Feb 25, 1988, 19:00 (JST)",7.38,10495,Toei Animation,"Action,Comedy,Martial Arts,School,Shounen",34 eps,Manga,"      TV -                        Feb 25, 1988, 19:00 (JST)              ",,      TV ,Action,Comedy,Martial Arts,School,Shounen,5,,,
Overman King Gainer,"Sep 7, 2002",6.89,10488,Sunrise,"Action,Adventure,Mecha,Sci-Fi,Shounen",26 eps,Original,"      TV -                        Sep 7, 2002              ","Bandai Entertainment,Sentai Filmworks,",      TV ,Action,Adventure,Mecha,Sci-Fi,Shounen,5,Bandai Entertainment,Sentai Filmworks,
Dragon Ball Z: Summer Vacation Special,"Jul ??, 1992",6.6,10484,Toei Animation,"Action,Adventure,Comedy,Super Power,Martial Arts,Fantasy,Shounen",1 ep,Manga,"      Special -                        Jul ??, 1992              ",,      Special ,Action,Adventure,Comedy,Super Power,Martial Arts,7,,,
Mobile Suit Gundam 00 Special Edition,"Oct 27, 2009",7.59,10435,Sunrise,"Action,Drama,Mecha,Military,Sci-Fi",3 eps,-,"      OVA -                        Oct 27, 2009              ",,      OVA ,Action,Drama,Mecha,Military,Sci-Fi,5,,,
Soukou Musume Senki,"Jan 7, 2021, 00:00 (JST)",5.75,10427,Studio A-CAT,"Action,Military,Fantasy",12 eps,Game,"      TV -                        Jan 7, 2021, 00:00 (JST)              ","Funimation,",      TV ,Action,Military,Fantasy,,,3,Funimation,,
Yuugo: Koushounin,"Feb 24, 2004, 00:00 (JST)",7.11,10425,Artland,"Action,Military,Mystery,Psychological,Drama,Seinen",13 eps,Manga,"      TV -                        Feb 24, 2004, 00:00 (JST)              ","ADV Films,",      TV ,Action,Military,Mystery,Psychological,Drama,6,ADV Films,,
Kaibutsu Oujo: Konsui Oujo,"Feb 14, 2008",7.0,10412,Madhouse,"Action,Comedy,Horror,Supernatural,Vampire,Shounen",1 ep,Manga,"      Special -                        Feb 14, 2008              ","Sentai Filmworks,",      Special ,Action,Comedy,Horror,Supernatural,Vampire,6,Sentai Filmworks,,
Rurouni Kenshin: Special Techniques,"Oct 21, 1997",7.24,10407,Gallop,"Action,Comedy,Samurai",1 ep,Manga,"      Special -                        Oct 21, 1997              ",,      Special ,Action,Comedy,Samurai,,,3,,,
Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Sep 14, 2005",7.54,10377,N/A,"Action,Fantasy,Drama,Sci-Fi",1 ep,Game,"      Movie -                        Sep 14, 2005              ",,      Movie ,Action,Fantasy,Drama,Sci-Fi,,4,,,
Five Star Stories,"Mar 11, 1989",6.6,10374,Sunrise,"Action,Drama,Fantasy,Mecha,Sci-Fi",1 ep,Manga,"      Movie -                        Mar 11, 1989              ","ADV Films,",      Movie ,Action,Drama,Fantasy,Mecha,Sci-Fi,5,ADV Films,,
Futari wa Precure: Splash☆Star,"Feb 5, 2006",7.13,10334,Toei Animation,"Action,Comedy,Magic,Fantasy,Shoujo",49 eps,Original,"      TV -                        Feb 5, 2006              ",,      TV ,Action,Comedy,Magic,Fantasy,Shoujo,5,,,
Kara no Kyoukai: Manner Movies,"Dec 1, 2007",6.41,10333,ufotable,"Action,Comedy",7 eps,-,"      Movie -                        Dec 1, 2007              ","Aniplex of America,",      Movie ,Action,Comedy,,,,2,Aniplex of America,,
Saber Marionette J Again,"Nov 25, 1997",7.22,10324,Hal Film Maker,"Action,Sci-Fi,Harem,Comedy,Romance,Mecha",6 eps,Novel,"      OVA -                        Nov 25, 1997              ","Bandai Entertainment,",      OVA ,Action,Sci-Fi,Harem,Comedy,Romance,6,Bandai Entertainment,,
Mobile Suit Gundam SEED Destiny Special Edition,"May 2, 2006",7.27,10321,Sunrise,"Action,Space,Mecha,Romance,Military,Drama,Sci-Fi",4 eps,Original,"      Special -                        May 2, 2006              ","Bandai Entertainment,",      Special ,Action,Space,Mecha,Romance,Military,7,Bandai Entertainment,,
"Zone of the Enders: Dolores, I","Apr 7, 2001",6.95,10314,Sunrise,"Action,Adventure,Space,Comedy,Mecha,Military,Sci-Fi",26 eps,Game,"      TV -                        Apr 7, 2001              ","ADV Films,",      TV ,Action,Adventure,Space,Comedy,Mecha,7,ADV Films,,
Sidonia no Kishi Movie,"Mar 6, 2015",7.26,10302,Polygon Pictures,"Action,Mecha,Sci-Fi,Seinen,Space",1 ep,Manga,"      Movie -                        Mar 6, 2015              ","Sentai Filmworks,",      Movie ,Action,Mecha,Sci-Fi,Seinen,Space,5,Sentai Filmworks,,
Bakumatsu: Crisis,"Apr 5, 2019, 01:58 (JST)",5.7,10282,Studio Deen,"Action,Historical,Samurai",12 eps,Game,"      TV -                        Apr 5, 2019, 01:58 (JST)              ",,      TV ,Action,Historical,Samurai,,,3,,,
Koukaku Kidoutai Arise: Another Mission,"Jun 4, 2013",6.53,10258,Production I.G,"Action,Sci-Fi,Police,Mecha",1 ep,-,"      Special -                        Jun 4, 2013              ",,      Special ,Action,Sci-Fi,Police,Mecha,,4,,,
Shamanic Princess,"Jun 25, 1996",6.63,10256,Triangle Staff,"Action,Fantasy,Magic,Romance",6 eps,Original,"      OVA -                        Jun 25, 1996              ","Central Park Media,Media Blasters,",      OVA ,Action,Fantasy,Magic,Romance,,4,Central Park Media,Media Blasters,
Lupin III: Lupin vs. Fukusei-ningen,"Dec 16, 1978",6.98,10242,Tokyo Movie Shinsha,"Action,Adventure,Mystery,Comedy,Seinen",1 ep,Manga,"      Movie -                        Dec 16, 1978              ","Discotek Media,Geneon Entertainment USA,",      Movie ,Action,Adventure,Mystery,Comedy,Seinen,5,Discotek Media,Geneon Entertainment USA,
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,"Sep 14, 2005",7.25,10223,AIC,"Action,Sci-Fi,Harem,Space,Comedy,Shounen",1 ep,Original,"      OVA -                        Sep 14, 2005              ","Funimation,",      OVA ,Action,Sci-Fi,Harem,Space,Comedy,6,Funimation,,
Yingxiong Zai Lin,"Oct 18, 2020",6.94,10220,BigFireBird Animation,"Action,Sci-Fi",12 eps,Novel,"      ONA -                        Oct 18, 2020              ",,      ONA ,Action,Sci-Fi,,,,2,,,
Yao Jing Zhong Zhi Shou Ce,"Jan 17, 2020",6.58,10199,BigFireBird Animation,"Action,Slice of Life,Comedy,Drama,Ecchi,Fantasy",14 eps,Manga,"      ONA -                        Jan 17, 2020              ",,      ONA ,Action,Slice of Life,Comedy,Drama,Ecchi,6,,,
Irregular Hunter X: The Day of Sigma,"Dec 15, 2005",7.2,10193,Xebec,"Action,Sci-Fi,Mecha,Shounen",1 ep,Game,"      OVA -                        Dec 15, 2005              ","Capcom,",      OVA ,Action,Sci-Fi,Mecha,Shounen,,4,Capcom,,
Pocket Monsters: Diamond & Pearl Specials,"Feb 3, 2011",6.97,10179,OLM,"Action,Comedy,Kids,Fantasy",2 eps,Game,"      Special -                        Feb 3, 2011              ",,      Special ,Action,Comedy,Kids,Fantasy,,4,,,
Btooom!: Bakusatsu Digest,"Nov 16, 2012",5.85,10172,N/A,Action,2 eps,Manga,"      ONA -                        Nov 16, 2012              ",,      ONA ,Action,,,,,1,,,
Gintama: Monster Strike-hen,"Aug 29, 2019",7.4,10106,Bandai Namco Pictures,"Action,Comedy,Parody,Samurai",2 eps,Manga,"      ONA -                        Aug 29, 2019              ",,      ONA ,Action,Comedy,Parody,Samurai,,4,,,
Kyousou Giga (TV) Recaps,"Oct 3, 2013",6.56,10091,Toei Animation,"Action,Fantasy,Supernatural",2 eps,Original,"      Special -                        Oct 3, 2013              ","Discotek Media,",      Special ,Action,Fantasy,Supernatural,,,3,Discotek Media,,
Inazuma Eleven Go vs. Danball Senki W Movie,"Dec 1, 2012",7.01,10013,OLM,"Action,Kids,Mecha,Sports",1 ep,-,"      Movie -                        Dec 1, 2012              ",,      Movie ,Action,Kids,Mecha,Sports,,4,,,
Ginga Tetsudou Monogatari,"Oct 4, 2003",7.14,9995,Planet,"Action,Adventure,Drama,Sci-Fi,Space",26 eps,Original,"      TV -                        Oct 4, 2003              ","Funimation,",      TV ,Action,Adventure,Drama,Sci-Fi,Space,5,Funimation,,
Rokka no Yuusha Picture Drama,"Sep 16, 2015",6.45,9983,Passione,"Action,Adventure,Mystery,Magic,Fantasy",3 eps,Light novel,"      Special -                        Sep 16, 2015              ",,      Special ,Action,Adventure,Mystery,Magic,Fantasy,5,,,
Megalo Box Specials,"Jul 27, 2018",6.3,9982,TMS Entertainment,"Action,Sports,Drama,Shounen",3 eps,Original,"      Special -                        Jul 27, 2018              ",,      Special ,Action,Sports,Drama,Shounen,,4,,,
Mahoutsukai Precure!,"Feb 7, 2016, 08:30 (JST)",7.1,9980,Toei Animation,"Action,Slice of Life,Magic,Fantasy,School,Shoujo",50 eps,Original,"      TV -                        Feb 7, 2016, 08:30 (JST)              ",,      TV ,Action,Slice of Life,Magic,Fantasy,School,6,,,
Shin Captain Tsubasa,"Jul 1, 1989",7.13,9978,Nippon Animation,"Action,Sports,Shounen",13 eps,Manga,"      OVA -                        Jul 1, 1989              ",,      OVA ,Action,Sports,Shounen,,,3,,,
Stranger: Mukou Hadan Pilot,"Apr 11, 2009",7.03,9960,Bones,"Action,Adventure,Historical,Samurai,Seinen",1 ep,Original,"      Special -                        Apr 11, 2009              ",,      Special ,Action,Adventure,Historical,Samurai,Seinen,5,,,
Sousei no Aquarion OVA,"May 25, 2007",7.08,9941,Satelight,"Action,Mecha,Romance,Sci-Fi,Super Power,Supernatural",2 eps,Original,"      OVA -                        May 25, 2007              ",,      OVA ,Action,Mecha,Romance,Sci-Fi,Super Power,6,,,
Beatless Intermission,"Feb 17, 2018",5.48,9886,Diomedéa,"Action,Drama,Romance,Sci-Fi",4 eps,Novel,"      Special -                        Feb 17, 2018              ",,      Special ,Action,Drama,Romance,Sci-Fi,,4,,,
Souten no Ken,"Oct 5, 2006",6.69,9882,APPP,"Action,Historical,Martial Arts",22 eps,Manga,"      TV -                        Oct 5, 2006              ",,      TV ,Action,Historical,Martial Arts,,,3,,,
Viewtiful Joe,"Oct 2, 2004, 07:00 (JST)",6.75,9834,Group TAC,"Action,Sci-Fi,Comedy,Shounen",51 eps,Game,"      TV -                        Oct 2, 2004, 07:00 (JST)              ","Geneon Entertainment USA,",      TV ,Action,Sci-Fi,Comedy,Shounen,,4,Geneon Entertainment USA,,
Choujigen Game Neptune The Animation: Nep no Natsuyasumi,"Jul 8, 2019",7.15,9827,Okuruto Noboru,"Action,Comedy,Fantasy,Sci-Fi",1 ep,Game,"      OVA -                        Jul 8, 2019              ",,      OVA ,Action,Comedy,Fantasy,Sci-Fi,,4,,,
Mobile Suit Gundam Wing: Operation Meteor,"Apr 25, 1996",7.45,9810,Sunrise,"Action,Military,Sci-Fi,Adventure,Space,Psychological,Drama,Mecha",4 eps,Original,"      OVA -                        Apr 25, 1996              ",,      OVA ,Action,Military,Sci-Fi,Adventure,Space,8,,,
Gundam Build Fighters Try: Island Wars,"Aug 21, 2016",6.79,9769,Sunrise,"Action,Sci-Fi,Mecha",1 ep,Original,"      OVA -                        Aug 21, 2016              ",,      OVA ,Action,Sci-Fi,Mecha,,,3,,,
Souten no Ken: Regenesis,"Apr 3, 2018",5.67,9742,Polygon Pictures,"Action,Historical,Martial Arts",12 eps,Manga,"      ONA -                        Apr 3, 2018              ","Ponycan USA,",      ONA ,Action,Historical,Martial Arts,,,3,Ponycan USA,,
Tetsuwan Atom,"Jan 1, 1963, 19:00 (JST)",7.1,9736,Mushi Production,"Action,Sci-Fi,Adventure,Drama,Mecha,Shounen",193 eps,Manga,"      TV -                        Jan 1, 1963, 19:00 (JST)              ","Nozomi Entertainment,",      TV ,Action,Sci-Fi,Adventure,Drama,Mecha,6,Nozomi Entertainment,,
Eureka Seven AO: Jungfrau no Hanabana-tachi,"Sep 20, 2012",6.28,9708,Bones,"Action,Adventure,Drama,Mecha,Sci-Fi",1 ep,Manga,"      OVA -                        Sep 20, 2012              ","Funimation,",      OVA ,Action,Adventure,Drama,Mecha,Sci-Fi,5,Funimation,,
Violence Jack: Harlem Bomber-hen,"Jun 5, 1986",5.22,9703,D.A.S.T.,"Action,Drama,Horror",1 ep,Manga,"      OVA -                        Jun 5, 1986              ","Discotek Media,",      OVA ,Action,Drama,Horror,,,3,Discotek Media,,
Tokyo Tribe 2,"Nov 12, 2006",6.72,9697,Madhouse,"Action,Drama",13 eps,-,"      TV -                        Nov 12, 2006              ",,      TV ,Action,Drama,,,,2,,,
Shin Tennis no Ouji-sama Specials,"Apr 20, 2012",7.52,9681,M.S.C,"Action,Comedy,Sports,Shounen",7 eps,-,"      Special -                        Apr 20, 2012              ",,      Special ,Action,Comedy,Sports,Shounen,,4,,,
A.D. Police (TV),"Apr 8, 1999, 01:45 (JST)",6.01,9669,Plum,"Action,Sci-Fi,Mecha,Shounen",12 eps,Original,"      TV -                        Apr 8, 1999, 01:45 (JST)              ","ADV Films,",      TV ,Action,Sci-Fi,Mecha,Shounen,,4,ADV Films,,
Inferno Cop: Fact Files,"Dec 28, 2012",5.41,9615,Trigger,"Action,Comedy,Police",12 eps,Original,"      ONA -                        Dec 28, 2012              ",,      ONA ,Action,Comedy,Police,,,3,,,
Hokuto no Ken: Raoh Gaiden Junai-hen,"Mar 11, 2006",7.47,9601,TMS Entertainment,"Action,Adventure,Martial Arts",1 ep,-,"      Movie -                        Mar 11, 2006              ",,      Movie ,Action,Adventure,Martial Arts,,,3,,,
Grancrest Senki Tsuisou,"Mar 24, 2018",6.54,9595,A-1 Pictures,"Action,Fantasy",1 ep,Light novel,"      Special -                        Mar 24, 2018              ","Aniplex of America,",      Special ,Action,Fantasy,,,,2,Aniplex of America,,
Anime Tenchou,"Aug 19, 2002",6.05,9563,Gainax,"Action,Parody",1 ep,Other,"      OVA -                        Aug 19, 2002              ",,      OVA ,Action,Parody,,,,2,,,
Gate Keepers 21,"Apr 24, 2002",6.78,9541,Gonzo,"Action,Drama,Mecha,Sci-Fi,Shounen",6 eps,Game,"      OVA -                        Apr 24, 2002              ","Geneon Entertainment USA,",      OVA ,Action,Drama,Mecha,Sci-Fi,Shounen,5,Geneon Entertainment USA,,
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,"Sep 3, 2011",7.47,9539,M.S.C,"Action,Comedy,Sports,School,Shounen",1 ep,Manga,"      Movie -                        Sep 3, 2011              ",,      Movie ,Action,Comedy,Sports,School,Shounen,5,,,
Nekojiru Gekijou Jirujiru Original,"Jul 9, 1999",6.47,9531,N/A,"Action,Comedy",27 eps,Manga,"      TV -                        Jul 9, 1999              ",,      TV ,Action,Comedy,,,,2,,,
Mobile Suit Gundam SEED Special Edition,"Aug 27, 2004",7.3,9509,Sunrise,"Action,Space,Mecha,Military,Sci-Fi",3 eps,Original,"      Special -                        Aug 27, 2004              ","Bandai Entertainment,",      Special ,Action,Space,Mecha,Military,Sci-Fi,5,Bandai Entertainment,,
Burn Up Excess,"Dec 12, 1997",6.54,9482,Magic Bus,"Action,Adventure,Comedy,Ecchi,Police,Sci-Fi,Shounen",13 eps,Original,"      TV -                        Dec 12, 1997              ","ADV Films,",      TV ,Action,Adventure,Comedy,Ecchi,Police,7,ADV Films,,
Gundam Build Divers Re:Rise,"Oct 10, 2019",7.02,9464,Asatsu DK,"Action,Mecha,Sci-Fi",13 eps,Original,"      ONA -                        Oct 10, 2019              ",,      ONA ,Action,Mecha,Sci-Fi,,,3,,,
Cluster Edge,"Oct 5, 2005, 01:00 (JST)",6.34,9461,Sunrise,"Action,Fantasy,Military,Sci-Fi",25 eps,Original,"      TV -                        Oct 5, 2005, 01:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Fantasy,Military,Sci-Fi,,4,Sentai Filmworks,,
Quiz Magic Academy: The Original Animation,"Sep 12, 2008",6.12,9450,AIC PLUS+,"Action,Comedy,Fantasy,Magic,School",1 ep,Game,"      OVA -                        Sep 12, 2008              ",,      OVA ,Action,Comedy,Fantasy,Magic,School,5,,,
Phantom of the Kill: Zero kara no Hangyaku,"Apr 7, 2016",6.19,9391,Production I.G,"Action,Adventure,Fantasy",1 ep,Game,"      Movie -                        Apr 7, 2016              ",,      Movie ,Action,Adventure,Fantasy,,,3,,,
Gundam Evolve,"??? ??, 2001",6.6,9388,Sunrise,"Action,Military,Space,Mecha",15 eps,Original,"      OVA -                        ??? ??, 2001              ","Nozomi Entertainment,",      OVA ,Action,Military,Space,Mecha,,4,Nozomi Entertainment,,
Chain Chronicle: Short Animation,"Sep 6, 2014",5.97,9353,N/A,"Action,Adventure,Magic,Fantasy,Shounen",8 eps,Game,"      OVA -                        Sep 6, 2014              ",,      OVA ,Action,Adventure,Magic,Fantasy,Shounen,5,,,
Beyblade Burst God,"Apr 3, 2017, 17:55 (JST)",6.76,9335,OLM,"Action,Adventure,Sci-Fi,Shounen,Sports",51 eps,Original,"      TV -                        Apr 3, 2017, 17:55 (JST)              ",,      TV ,Action,Adventure,Sci-Fi,Shounen,Sports,5,,,
Pokemon Movie 23: Coco,"Dec 25, 2020",6.46,9316,OLM,"Action,Game,Adventure,Comedy,Kids,Fantasy",1 ep,Game,"      Movie -                        Dec 25, 2020              ",,      Movie ,Action,Game,Adventure,Comedy,Kids,6,,,
Honoo no Mirage: Minagiwa no Hangyakusha,"Jul 28, 2004",6.87,9310,Madhouse,"Action,Romance,Supernatural,Historical,Drama,Shoujo,Shounen Ai",3 eps,Light novel,"      OVA -                        Jul 28, 2004              ","Media Blasters,",      OVA ,Action,Romance,Supernatural,Historical,Drama,7,Media Blasters,,
Garo: Honoo no Kokuin - Home,"Sep 16, 2015",6.79,9301,MAPPA,"Action,Demons,Supernatural,Magic,Fantasy",1 ep,Original,"      Special -                        Sep 16, 2015              ","Funimation,",      Special ,Action,Demons,Supernatural,Magic,Fantasy,5,Funimation,,
Queen's Blade: Grimoire,"Jan 29, 2016",6.17,9299,Arms,"Action,Adventure,Ecchi,Fantasy",2 eps,Other,"      OVA -                        Jan 29, 2016              ",,      OVA ,Action,Adventure,Ecchi,Fantasy,,4,,,
Viper's Creed,"Jan 6, 2009",6.74,9297,AIC Spirits,"Action,Military,Sci-Fi",12 eps,Original,"      TV -                        Jan 6, 2009              ",,      TV ,Action,Military,Sci-Fi,,,3,,,
Buki yo Saraba,"Jul 20, 2013",6.92,9288,Sunrise,"Action,Drama,Sci-Fi",1 ep,-,"      Movie -                        Jul 20, 2013              ","Sentai Filmworks,",      Movie ,Action,Drama,Sci-Fi,,,3,Sentai Filmworks,,
Happiness Charge Precure!,"Feb 2, 2014",6.76,9248,Toei Animation,"Action,Magic,Fantasy,Shoujo",49 eps,Original,"      TV -                        Feb 2, 2014              ",,      TV ,Action,Magic,Fantasy,Shoujo,,4,,,
Angel Blade,"Dec 14, 2001",6.33,9229,Front Line,"Action,Demons,Hentai",3 eps,Original,"      OVA -                        Dec 14, 2001              ","Central Park Media,",      OVA ,Action,Demons,Hentai,,,3,Central Park Media,,
