Anime Title,Date of Release,Score,Member,Producer,Genre,Number of Episodes,Sources,Format,Licensor,Format0,Genre0,Genre1,Genre2,Genre3,Genre4,Genre Count,Licensor0,Licensor1,Licensor2
Kore wa Zombie Desu ka? of the Dead,"Apr 5, 2012",7.54,331746,Studio Deen,"Action,Harem,Comedy,Supernatural,Magic,Ecchi",10 eps,Light novel,"      TV -                        Apr 5, 2012              ","Funimation,",      TV ,Action,Harem,Comedy,Supernatural,Magic,6,Funimation,,
Girls & Panzer,"Oct 9, 2012, 01:00 (JST)",7.54,237371,Actas,"Action,Sports,Military,School",12 eps,Original,"      TV -                        Oct 9, 2012, 01:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Sports,Military,School,,4,Sentai Filmworks,,
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Jan 12, 2013, 01:30 (JST)",7.53,481650,Diomedéa,"Action,Comedy,Fantasy,Supernatural",10 eps,Light novel,"      TV -                        Jan 12, 2013, 01:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Comedy,Fantasy,Supernatural,,4,Sentai Filmworks,,
Fairy Tail: Final Series,"Oct 7, 2018, 07:00 (JST)",7.53,353668,A-1 Pictures,"Action,Adventure,Comedy,Magic,Fantasy,Shounen",51 eps,Manga,"      TV -                        Oct 7, 2018, 07:00 (JST)              ","Funimation,",      TV ,Action,Adventure,Comedy,Magic,Fantasy,6,Funimation,,
Air Gear,"Apr 5, 2006, 01:00 (JST)",7.52,305768,Toei Animation,"Action,Comedy,Ecchi,Shounen,Sports",25 eps,Manga,"      TV -                        Apr 5, 2006, 01:00 (JST)              ","ADV Films,Funimation,",      TV ,Action,Comedy,Ecchi,Shounen,Sports,5,ADV Films,Funimation,
High School DxD New,"Jul 7, 2013, 20:30 (JST)",7.52,716234,TNK,"Action,Harem,Comedy,Demons,Romance,Ecchi,School",12 eps,Light novel,"      TV -                        Jul 7, 2013, 20:30 (JST)              ","Funimation,",      TV ,Action,Harem,Comedy,Demons,Romance,7,Funimation,,
Boku no Hero Academia 5th Season,"Mar 27, 2021, 17:30 (JST)",7.52,516448,Bones,"Action,Comedy,School,Shounen,Super Power",25 eps,Manga,"      TV -                        Mar 27, 2021, 17:30 (JST)              ","Funimation,",      TV ,Action,Comedy,School,Shounen,Super Power,5,Funimation,,
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,"Oct 2, 2019, 22:30 (JST)",7.52,395568,White Fox,"Action,Adventure,Comedy,Fantasy",12 eps,Light novel,"      TV -                        Oct 2, 2019, 22:30 (JST)              ","Funimation,",      TV ,Action,Adventure,Comedy,Fantasy,,4,Funimation,,
Mirai Nikki (TV),"Oct 9, 2011, 23:00 (JST)",7.51,1618944,Asread,"Action,Mystery,Psychological,Supernatural,Thriller,Shounen",26 eps,Manga,"      TV -                        Oct 9, 2011, 23:00 (JST)              ","Funimation,",      TV ,Action,Mystery,Psychological,Supernatural,Thriller,6,Funimation,,
Akame ga Kill!,"Jul 7, 2014, 00:00 (JST)",7.5,1531018,White Fox,"Action,Adventure,Drama,Fantasy,Shounen",24 eps,Manga,"      TV -                        Jul 7, 2014, 00:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Drama,Fantasy,Shounen,5,Sentai Filmworks,,
Tokyo Ravens,"Oct 9, 2013, 00:30 (JST)",7.5,394033,8bit,"Action,Comedy,Supernatural,Magic,Romance,School",24 eps,Light novel,"      TV -                        Oct 9, 2013, 00:30 (JST)              ","Funimation,",      TV ,Action,Comedy,Supernatural,Magic,Romance,6,Funimation,,
Rakudai Kishi no Cavalry,"Oct 3, 2015, 23:00 (JST)",7.5,692448,Nexus,"Action,Romance,Ecchi,Fantasy,School",12 eps,Light novel,"      TV -                        Oct 3, 2015, 23:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Romance,Ecchi,Fantasy,School,5,Sentai Filmworks,,
Shakugan no Shana,"Oct 6, 2005, 00:45 (JST)",7.5,473112,J.C.Staff,"Action,Drama,Fantasy,Romance,School,Supernatural",24 eps,Light novel,"      TV -                        Oct 6, 2005, 00:45 (JST)              ","Funimation,Geneon Entertainment USA,",      TV ,Action,Drama,Fantasy,Romance,School,6,Funimation,Geneon Entertainment USA,
Hellsing,"Oct 11, 2001",7.49,573689,Gonzo,"Action,Horror,Supernatural,Vampire,Seinen",13 eps,Manga,"      TV -                        Oct 11, 2001              ","Funimation,Geneon Entertainment USA,",      TV ,Action,Horror,Supernatural,Vampire,Seinen,5,Funimation,Geneon Entertainment USA,
Mahouka Koukou no Rettousei,"Apr 6, 2014, 00:30 (JST)",7.49,809366,Madhouse,"Action,Magic,Romance,School,Sci-Fi,Supernatural",26 eps,Light novel,"      TV -                        Apr 6, 2014, 00:30 (JST)              ","Aniplex of America,",      TV ,Action,Magic,Romance,School,Sci-Fi,6,Aniplex of America,,
K,"Oct 5, 2012",7.49,629451,GoHands,"Action,Mystery,Super Power,Supernatural",13 eps,Original,"      TV -                        Oct 5, 2012              ","VIZ Media,",      TV ,Action,Mystery,Super Power,Supernatural,,4,VIZ Media,,
Guilty Crown,"Oct 14, 2011, 01:15 (JST)",7.49,999919,Production I.G,"Action,Sci-Fi,Super Power,Drama,Romance,Mecha",22 eps,Original,"      TV -                        Oct 14, 2011, 01:15 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Super Power,Drama,Romance,6,Funimation,,
Suisei no Gargantia,"Apr 7, 2013, 22:00 (JST)",7.49,291084,Production I.G,"Action,Sci-Fi,Adventure,Mecha",13 eps,Original,"      TV -                        Apr 7, 2013, 22:00 (JST)              ","VIZ Media,",      TV ,Action,Sci-Fi,Adventure,Mecha,,4,VIZ Media,,
Owari no Seraph,"Apr 4, 2015, 22:00 (JST)",7.49,958624,Wit Studio,"Action,Military,Supernatural,Drama,Vampire,Shounen",12 eps,Manga,"      TV -                        Apr 4, 2015, 22:00 (JST)              ","Funimation,",      TV ,Action,Military,Supernatural,Drama,Vampire,6,Funimation,,
Boruto: Naruto the Movie,"Aug 7, 2015",7.47,344616,Studio Pierrot,"Action,Comedy,Martial Arts,Shounen,Super Power",1 ep,Manga,"      Movie -                        Aug 7, 2015              ","VIZ Media,",      Movie ,Action,Comedy,Martial Arts,Shounen,Super Power,5,VIZ Media,,
Darker than Black: Ryuusei no Gemini,"Oct 9, 2009",7.47,359884,Bones,"Action,Sci-Fi,Mystery,Super Power",12 eps,Original,"      TV -                        Oct 9, 2009              ","Funimation,",      TV ,Action,Sci-Fi,Mystery,Super Power,,4,Funimation,,
Zero no Tsukaima: Futatsuki no Kishi,"Jul 9, 2007, 00:30 (JST)",7.46,429242,J.C.Staff,"Action,Adventure,Harem,Comedy,Magic,Romance,Ecchi,Fantasy,School",12 eps,Light novel,"      TV -                        Jul 9, 2007, 00:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Harem,Comedy,Magic,9,Sentai Filmworks,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,"Oct 3, 2020, 00:30 (JST)",7.46,354321,J.C.Staff,"Action,Adventure,Comedy,Romance,Fantasy",12 eps,Light novel,"      TV -                        Oct 3, 2020, 00:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Comedy,Romance,Fantasy,5,Sentai Filmworks,,
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Jul 14, 2016, 23:30 (JST)",7.46,243217,Lerche,"Action,Mystery,Horror,Psychological,School",11 eps,Game,"      TV -                        Jul 14, 2016, 23:30 (JST)              ","Funimation,",      TV ,Action,Mystery,Horror,Psychological,School,5,Funimation,,
Kishuku Gakkou no Juliet,"Oct 6, 2018, 01:25 (JST)",7.46,243364,LIDENFILMS,"Action,Comedy,Romance,School,Shounen",12 eps,Manga,"      TV -                        Oct 6, 2018, 01:25 (JST)              ",,      TV ,Action,Comedy,Romance,School,Shounen,5,,,
Ajin,"Jan 16, 2016, 01:55 (JST)",7.46,470293,Polygon Pictures,"Action,Mystery,Horror,Supernatural,Seinen",13 eps,Manga,"      TV -                        Jan 16, 2016, 01:55 (JST)              ","Sentai Filmworks,",      TV ,Action,Mystery,Horror,Supernatural,Seinen,5,Sentai Filmworks,,
High School DxD BorN,"Apr 4, 2015, 23:00 (JST)",7.44,614362,TNK,"Action,Comedy,Demons,Ecchi,Harem,Romance,School",12 eps,Light novel,"      TV -                        Apr 4, 2015, 23:00 (JST)              ","Funimation,",      TV ,Action,Comedy,Demons,Ecchi,Harem,7,Funimation,,
Goblin Slayer,"Oct 7, 2018, 00:30 (JST)",7.44,771866,White Fox,"Action,Adventure,Fantasy",12 eps,Light novel,"      TV -                        Oct 7, 2018, 00:30 (JST)              ","Funimation,",      TV ,Action,Adventure,Fantasy,,,3,Funimation,,
Sword Art Online: Alicization - War of Underworld 2nd Season,"Jul 12, 2020, 00:00 (JST)",7.43,366676,A-1 Pictures,"Action,Game,Adventure,Romance,Fantasy",11 eps,Light novel,"      TV -                        Jul 12, 2020, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Game,Adventure,Romance,Fantasy,5,Aniplex of America,,
Aldnoah.Zero,"Jul 6, 2014, 00:00 (JST)",7.43,445189,A-1 Pictures,"Action,Military,Sci-Fi,Mecha",12 eps,Original,"      TV -                        Jul 6, 2014, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Military,Sci-Fi,Mecha,,4,Aniplex of America,,
BNA,"Apr 9, 2020",7.42,242432,Trigger,"Action,Super Power,Fantasy",12 eps,Original,"      ONA -                        Apr 9, 2020              ",,      ONA ,Action,Super Power,Fantasy,,,3,,,
Toaru Majutsu no Index,"Oct 5, 2008, 01:35 (JST)",7.42,664574,J.C.Staff,"Action,Magic,Sci-Fi,Super Power",24 eps,Light novel,"      TV -                        Oct 5, 2008, 01:35 (JST)              ","Funimation,",      TV ,Action,Magic,Sci-Fi,Super Power,,4,Funimation,,
Psycho-Pass 2,"Oct 10, 2014, 00:50 (JST)",7.42,530171,Tatsunoko Production,"Action,Sci-Fi,Police,Psychological,Thriller",11 eps,Original,"      TV -                        Oct 10, 2014, 00:50 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Police,Psychological,Thriller,5,Funimation,,
One Punch Man 2nd Season,"Apr 10, 2019, 01:35 (JST)",7.41,1105622,J.C.Staff,"Action,Sci-Fi,Comedy,Parody,Super Power,Supernatural",12 eps,Web manga,"      TV -                        Apr 10, 2019, 01:35 (JST)              ","VIZ Media,",      TV ,Action,Sci-Fi,Comedy,Parody,Super Power,6,VIZ Media,,
Kore wa Zombie Desu ka?,"Jan 11, 2011",7.41,542564,Studio Deen,"Action,Comedy,Ecchi,Harem,Magic,Supernatural",12 eps,Light novel,"      TV -                        Jan 11, 2011              ","Funimation,",      TV ,Action,Comedy,Ecchi,Harem,Magic,6,Funimation,,
Dragon Ball Super,"Jul 5, 2015, 09:00 (JST)",7.4,591257,Toei Animation,"Action,Adventure,Comedy,Super Power,Martial Arts,Fantasy,Shounen",131 eps,Manga,"      TV -                        Jul 5, 2015, 09:00 (JST)              ","Funimation,",      TV ,Action,Adventure,Comedy,Super Power,Martial Arts,7,Funimation,,
Ao no Exorcist: Kyoto Fujouou-hen,"Jan 7, 2017, 01:55 (JST)",7.4,567935,A-1 Pictures,"Action,Demons,Supernatural,Fantasy,Shounen",12 eps,Manga,"      TV -                        Jan 7, 2017, 01:55 (JST)              ","Aniplex of America,",      TV ,Action,Demons,Supernatural,Fantasy,Shounen,5,Aniplex of America,,
Gangsta.,"Jul 2, 2015, 02:44 (JST)",7.4,453649,Manglobe,"Action,Drama,Seinen",12 eps,Manga,"      TV -                        Jul 2, 2015, 02:44 (JST)              ","Funimation,",      TV ,Action,Drama,Seinen,,,3,Funimation,,
Zero no Tsukaima: Princesses no Rondo,"Jul 7, 2008, 00:30 (JST)",7.38,380522,J.C.Staff,"Action,Adventure,Harem,Comedy,Magic,Romance,Ecchi,Fantasy,School",12 eps,Light novel,"      TV -                        Jul 7, 2008, 00:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Harem,Comedy,Magic,9,Sentai Filmworks,,
Mirai Nikki: Redial,"Jun 19, 2013",7.37,297720,Asread,"Action,Psychological,Supernatural,Shounen",1 ep,Manga,"      OVA -                        Jun 19, 2013              ","Funimation,",      OVA ,Action,Psychological,Supernatural,Shounen,,4,Funimation,,
Afro Samurai,"May 3, 2007",7.36,289994,Gonzo,"Action,Adventure,Samurai",5 eps,Original,"      TV -                        May 3, 2007              ","Funimation,",      TV ,Action,Adventure,Samurai,,,3,Funimation,,
Btooom!,"Oct 4, 2012, 23:00 (JST)",7.36,710732,Madhouse,"Action,Sci-Fi,Psychological,Seinen",12 eps,Manga,"      TV -                        Oct 4, 2012, 23:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Sci-Fi,Psychological,Seinen,,4,Sentai Filmworks,,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e","Jul 4, 2020, 23:30 (JST)",7.34,421048,SILVER LINK.,"Action,Demons,Magic,Fantasy,School",13 eps,Light novel,"      TV -                        Jul 4, 2020, 23:30 (JST)              ","Aniplex of America,",      TV ,Action,Demons,Magic,Fantasy,School,5,Aniplex of America,,
Pokemon,"Apr 1, 1997, 19:00 (JST)",7.34,493883,OLM,"Action,Adventure,Comedy,Kids,Fantasy",276 eps,Game,"      TV -                        Apr 1, 1997, 19:00 (JST)              ","4Kids Entertainment,VIZ Media,",      TV ,Action,Adventure,Comedy,Kids,Fantasy,5,4Kids Entertainment,VIZ Media,
Nanbaka,"Oct 5, 2016, 03:00 (JST)",7.33,250629,Satelight,"Action,Comedy,Drama",13 eps,Web manga,"      TV -                        Oct 5, 2016, 03:00 (JST)              ","Funimation,",      TV ,Action,Comedy,Drama,,,3,Funimation,,
Rokka no Yuusha,"Jul 5, 2015, 02:58 (JST)",7.33,506561,Passione,"Action,Adventure,Fantasy,Magic,Mystery",12 eps,Light novel,"      TV -                        Jul 5, 2015, 02:58 (JST)              ","Ponycan USA,",      TV ,Action,Adventure,Fantasy,Magic,Mystery,5,Ponycan USA,,
Fate/stay night,"Jan 7, 2006, 01:30 (JST)",7.32,770897,Studio Deen,"Action,Supernatural,Magic,Romance,Fantasy",24 eps,Visual novel,"      TV -                        Jan 7, 2006, 01:30 (JST)              ","Geneon Entertainment USA,Sentai Filmworks,",      TV ,Action,Supernatural,Magic,Romance,Fantasy,5,Geneon Entertainment USA,Sentai Filmworks,
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Jul 11, 2016, 23:00 (JST)",7.32,273175,Lerche,"Action,Mystery,Horror,Psychological",12 eps,Game,"      TV -                        Jul 11, 2016, 23:00 (JST)              ","Funimation,",      TV ,Action,Mystery,Horror,Psychological,,4,Funimation,,
Sousei no Onmyouji,"Apr 6, 2016, 18:25 (JST)",7.31,398208,Studio Pierrot,"Action,Supernatural,Romance,Fantasy,Shounen",50 eps,Manga,"      TV -                        Apr 6, 2016, 18:25 (JST)              ","Crunchyroll,",      TV ,Action,Supernatural,Romance,Fantasy,Shounen,5,Crunchyroll,,
Blood Lad,"Jul 8, 2013, 00:30 (JST)",7.31,561856,Brain's Base,"Action,Comedy,Demons,Seinen,Supernatural,Vampire",10 eps,Manga,"      TV -                        Jul 8, 2013, 00:30 (JST)              ","VIZ Media,",      TV ,Action,Comedy,Demons,Seinen,Supernatural,6,VIZ Media,,
Zero no Tsukaima,"Jul 3, 2006, 00:30 (JST)",7.3,675396,J.C.Staff,"Action,Adventure,Harem,Comedy,Magic,Romance,Ecchi,Fantasy,School",13 eps,Light novel,"      TV -                        Jul 3, 2006, 00:30 (JST)              ","Funimation,Geneon Entertainment USA,Sentai Filmworks,",      TV ,Action,Adventure,Harem,Comedy,Magic,9,Funimation,Geneon Entertainment USA,Sentai Filmworks
Darling in the FranXX,"Jan 13, 2018, 23:30 (JST)",7.3,1121827,A-1 Pictures,"Action,Drama,Mecha,Romance,Sci-Fi",24 eps,Original,"      TV -                        Jan 13, 2018, 23:30 (JST)              ","Funimation,",      TV ,Action,Drama,Mecha,Romance,Sci-Fi,5,Funimation,,
Accel World,"Apr 7, 2012, 00:30 (JST)",7.29,617470,Sunrise,"Action,Game,Sci-Fi,Romance,School",24 eps,Light novel,"      TV -                        Apr 7, 2012, 00:30 (JST)              ","VIZ Media,",      TV ,Action,Game,Sci-Fi,Romance,School,5,VIZ Media,,
Tales of Zestiria the Cross,"Jul 10, 2016, 23:00 (JST)",7.29,275837,ufotable,"Action,Adventure,Magic,Fantasy",12 eps,Game,"      TV -                        Jul 10, 2016, 23:00 (JST)              ","Funimation,",      TV ,Action,Adventure,Magic,Fantasy,,4,Funimation,,
B: The Beginning,"Mar 2, 2018",7.29,251725,Production I.G,"Action,Mystery,Police,Psychological,Supernatural,Thriller",12 eps,Original,"      ONA -                        Mar 2, 2018              ",,      ONA ,Action,Mystery,Police,Psychological,Supernatural,6,,,
Hitsugi no Chaika,"Apr 10, 2014, 01:05 (JST)",7.27,320123,Bones,"Action,Adventure,Comedy,Romance,Fantasy",12 eps,Light novel,"      TV -                        Apr 10, 2014, 01:05 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Comedy,Romance,Fantasy,5,Sentai Filmworks,,
Darwin's Game,"Jan 4, 2020, 00:00 (JST)",7.27,341156,Nexus,"Action,Sci-Fi,Mystery,Super Power,Shounen",11 eps,Manga,"      TV -                        Jan 4, 2020, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Sci-Fi,Mystery,Super Power,Shounen,5,Aniplex of America,,
God Eater,"Jul 12, 2015, 22:30 (JST)",7.27,447532,ufotable,"Action,Fantasy,Military,Sci-Fi",13 eps,Game,"      TV -                        Jul 12, 2015, 22:30 (JST)              ","Aniplex of America,",      TV ,Action,Fantasy,Military,Sci-Fi,,4,Aniplex of America,,
High School DxD Hero,"Apr 17, 2018, 23:00 (JST)",7.26,339978,Passione,"Action,Harem,Comedy,Demons,Romance,Ecchi,School",12 eps,Light novel,"      TV -                        Apr 17, 2018, 23:00 (JST)              ","Funimation,",      TV ,Action,Harem,Comedy,Demons,Romance,7,Funimation,,
Ben-To,"Oct 9, 2011",7.26,278747,David Production,"Action,Comedy,Martial Arts",12 eps,Light novel,"      TV -                        Oct 9, 2011              ","Funimation,",      TV ,Action,Comedy,Martial Arts,,,3,Funimation,,
Koutetsujou no Kabaneri,"Apr 8, 2016, 00:55 (JST)",7.25,625867,Wit Studio,"Action,Horror,Supernatural,Drama,Fantasy",12 eps,Original,"      TV -                        Apr 8, 2016, 00:55 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Horror,Supernatural,Drama,Fantasy,5,Crunchyroll,Funimation,
Kaze no Stigma,"Apr 13, 2007, 01:30 (JST)",7.24,389498,Gonzo,"Action,Supernatural,Magic,Romance",24 eps,Light novel,"      TV -                        Apr 13, 2007, 01:30 (JST)              ","Funimation,",      TV ,Action,Supernatural,Magic,Romance,,4,Funimation,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,"Jul 13, 2019, 00:30 (JST)",7.23,553912,J.C.Staff,"Action,Adventure,Comedy,Romance,Fantasy",12 eps,Light novel,"      TV -                        Jul 13, 2019, 00:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Comedy,Romance,Fantasy,5,Sentai Filmworks,,
C: The Money of Soul and Possibility Control,"Apr 15, 2011, 00:45 (JST)",7.23,256820,Tatsunoko Production,"Action,Mystery,Super Power,Thriller",11 eps,Original,"      TV -                        Apr 15, 2011, 00:45 (JST)              ","Funimation,",      TV ,Action,Mystery,Super Power,Thriller,,4,Funimation,,
Sword Art Online,"Jul 8, 2012, 00:00 (JST)",7.22,2375868,A-1 Pictures,"Action,Game,Adventure,Romance,Fantasy",25 eps,Light novel,"      TV -                        Jul 8, 2012, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Game,Adventure,Romance,Fantasy,5,Aniplex of America,,
Dimension W,"Jan 10, 2016, 22:30 (JST)",7.21,259595,Orange,"Action,Sci-Fi,Seinen",12 eps,Manga,"      TV -                        Jan 10, 2016, 22:30 (JST)              ","Funimation,",      TV ,Action,Sci-Fi,Seinen,,,3,Funimation,,
Deadman Wonderland,"Apr 17, 2011, 01:00 (JST)",7.2,995963,Manglobe,"Action,Horror,Sci-Fi,Shounen,Supernatural",12 eps,Manga,"      TV -                        Apr 17, 2011, 01:00 (JST)              ","Funimation,",      TV ,Action,Horror,Sci-Fi,Shounen,Supernatural,5,Funimation,,
Kuroshitsuji II,"Jul 2, 2010",7.2,460170,A-1 Pictures,"Action,Comedy,Historical,Demons,Supernatural,Shounen",12 eps,Manga,"      TV -                        Jul 2, 2010              ","Funimation,",      TV ,Action,Comedy,Historical,Demons,Supernatural,6,Funimation,,
Rokudenashi Majutsu Koushi to Akashic Records,"Apr 4, 2017, 20:30 (JST)",7.17,515570,LIDENFILMS,"Action,Magic,Fantasy,School",12 eps,Light novel,"      TV -                        Apr 4, 2017, 20:30 (JST)              ","Funimation,",      TV ,Action,Magic,Fantasy,School,,4,Funimation,,
Fate/Apocrypha,"Jul 2, 2017, 00:00 (JST)",7.16,361512,A-1 Pictures,"Action,Supernatural,Drama,Magic,Fantasy",25 eps,Light novel,"      TV -                        Jul 2, 2017, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Supernatural,Drama,Magic,Fantasy,5,Aniplex of America,,
Black Bullet,"Apr 8, 2014, 22:30 (JST)",7.15,748387,Kinema Citrus,"Action,Sci-Fi,Mystery,Seinen",13 eps,Light novel,"      TV -                        Apr 8, 2014, 22:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Sci-Fi,Mystery,Seinen,,4,Sentai Filmworks,,
Trinity Seven,"Oct 8, 2014, 01:40 (JST)",7.13,647739,Seven Arcs Pictures,"Action,Harem,Comedy,Supernatural,Magic,Romance,Ecchi,Fantasy,School,Shounen",12 eps,Manga,"      TV -                        Oct 8, 2014, 01:40 (JST)              ","Sentai Filmworks,",      TV ,Action,Harem,Comedy,Supernatural,Magic,10,Sentai Filmworks,,
Highschool of the Dead,"Jul 5, 2010, 11:30 (JST)",7.12,1178837,Madhouse,"Action,Horror,Supernatural,Ecchi,Shounen",12 eps,Manga,"      TV -                        Jul 5, 2010, 11:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Horror,Supernatural,Ecchi,Shounen,5,Sentai Filmworks,,
Machine-Doll wa Kizutsukanai,"Oct 7, 2013, 20:30 (JST)",7.12,273594,Lerche,"Action,Ecchi,Fantasy,School",12 eps,Light novel,"      TV -                        Oct 7, 2013, 20:30 (JST)              ","Funimation,",      TV ,Action,Ecchi,Fantasy,School,,4,Funimation,,
Strike the Blood,"Oct 4, 2013, 23:30 (JST)",7.11,525056,Connect,"Action,Harem,Supernatural,Ecchi,Vampire,Fantasy,School",24 eps,Light novel,"      TV -                        Oct 4, 2013, 23:30 (JST)              ","Crunchyroll,Discotek Media,",      TV ,Action,Harem,Supernatural,Ecchi,Vampire,7,Crunchyroll,Discotek Media,
Sekirei,"Jul 2, 2008, 23:30 (JST)",7.11,340472,Seven Arcs,"Action,Comedy,Ecchi,Harem,Super Power",12 eps,Manga,"      TV -                        Jul 2, 2008, 23:30 (JST)              ","Funimation,",      TV ,Action,Comedy,Ecchi,Harem,Super Power,5,Funimation,,
Nanatsu no Taizai: Seisen no Shirushi,"Aug 28, 2016, 17:00 (JST)",7.07,524368,A-1 Pictures,"Action,Adventure,Supernatural,Magic,Fantasy,Shounen",4 eps,Manga,"      TV -                        Aug 28, 2016, 17:00 (JST)              ",,      TV ,Action,Adventure,Supernatural,Magic,Fantasy,6,,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,"Apr 15, 2017, 00:30 (JST)",7.05,336350,J.C.Staff,"Action,Adventure,Fantasy",12 eps,Light novel,"      TV -                        Apr 15, 2017, 00:30 (JST)              ","Sentai Filmworks,",      TV ,Action,Adventure,Fantasy,,,3,Sentai Filmworks,,
The God of High School,"Jul 6, 2020, 23:30 (JST)",7.05,561047,MAPPA,"Action,Sci-Fi,Adventure,Comedy,Supernatural,Martial Arts,Fantasy",13 eps,Web manga,"      TV -                        Jul 6, 2020, 23:30 (JST)              ","Crunchyroll,",      TV ,Action,Sci-Fi,Adventure,Comedy,Supernatural,7,Crunchyroll,,
Tokyo Ghoul √A,"Jan 9, 2015, 00:00 (JST)",7.05,1337338,Studio Pierrot,"Action,Mystery,Horror,Psychological,Supernatural,Drama,Seinen",12 eps,Manga,"      TV -                        Jan 9, 2015, 00:00 (JST)              ","Funimation,",      TV ,Action,Mystery,Horror,Psychological,Supernatural,7,Funimation,,
Witch Craft Works,"Jan 5, 2014",7.04,253025,J.C.Staff,"Action,Supernatural,Magic,Fantasy,Seinen",12 eps,Manga,"      TV -                        Jan 5, 2014              ",,      TV ,Action,Supernatural,Magic,Fantasy,Seinen,5,,,
Sword Art Online Alternative: Gun Gale Online,"Apr 8, 2018, 00:00 (JST)",7.04,455176,Studio 3Hz,"Action,Fantasy,Game,Military,Sci-Fi",12 eps,Light novel,"      TV -                        Apr 8, 2018, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Fantasy,Game,Military,Sci-Fi,5,Aniplex of America,,
Gantz,"Apr 13, 2004",7.03,296434,Gonzo,"Action,Sci-Fi,Horror,Psychological,Supernatural,Drama,Ecchi",13 eps,Manga,"      TV -                        Apr 13, 2004              ","ADV Films,Funimation,",      TV ,Action,Sci-Fi,Horror,Psychological,Supernatural,7,ADV Films,Funimation,
Gleipnir,"Apr 5, 2020, 23:30 (JST)",7.01,311104,Pine Jam,"Action,Mystery,Supernatural,Ecchi,Seinen",13 eps,Manga,"      TV -                        Apr 5, 2020, 23:30 (JST)              ","Funimation,",      TV ,Action,Mystery,Supernatural,Ecchi,Seinen,5,Funimation,,
Keijo!!!!!!!!,"Oct 6, 2016, 23:30 (JST)",6.99,316279,Xebec,"Action,Sports,Ecchi,Shounen",12 eps,Manga,"      TV -                        Oct 6, 2016, 23:30 (JST)              ","Funimation,",      TV ,Action,Sports,Ecchi,Shounen,,4,Funimation,,
Devil May Cry,"Jun 14, 2007, 23:00 (JST)",6.97,267390,Madhouse,"Action,Demons,Fantasy",12 eps,Game,"      TV -                        Jun 14, 2007, 23:00 (JST)              ","ADV Films,Funimation,",      TV ,Action,Demons,Fantasy,,,3,ADV Films,Funimation,
Aldnoah.Zero 2nd Season,"Jan 11, 2015, 00:00 (JST)",6.96,272110,A-1 Pictures,"Action,Mecha,Sci-Fi,Space",12 eps,Original,"      TV -                        Jan 11, 2015, 00:00 (JST)              ","Aniplex of America,",      TV ,Action,Mecha,Sci-Fi,Space,,4,Aniplex of America,,
Busou Shoujo Machiavellianism,"Apr 5, 2017, 23:00 (JST)",6.94,280244,Connect,"Action,Comedy,School,Shounen",12 eps,Manga,"      TV -                        Apr 5, 2017, 23:00 (JST)              ","Sentai Filmworks,",      TV ,Action,Comedy,School,Shounen,,4,Sentai Filmworks,,
Shinmai Maou no Testament Burst,"Oct 10, 2015, 01:40 (JST)",6.88,297622,Production IMS,"Action,Ecchi,Fantasy,Romance,Harem,Demons",10 eps,Light novel,"      TV -                        Oct 10, 2015, 01:40 (JST)              ","Crunchyroll,Funimation,",      TV ,Action,Ecchi,Fantasy,Romance,Harem,6,Crunchyroll,Funimation,
